117,2,2,muscular and joint pain
117,2,2,�liver inflammation
117,2,2,decreased hearing
117,2,2,and may have�constitutional symptoms�such as feeling tired
117,2,2,continued weakness
117,2,2,decreased appetite
117,2,2,and difficulty returning to pre-illness weight
117,2,7,atleast 10 years
117,2,8,ebola disease
118,1,1,ebola
118,1,2,fever
118,1,2,headache
118,1,2,joint and muscle pain
118,1,2,a�sore throat
118,1,8,ebola virus
120,1,1,ebola
120,1,2,fever
120,1,5,infectious people do not walk around spreading the disease for a long period
120,2,1,ebola
120,2,2,fever greater than 101.5�f (38.6�c
120,2,2,chills
120,2,2,severe headache
120,2,2,sore throat
120,2,2,muscle pain
120,2,2,weakness
120,2,2,fatigue
120,2,2,rash
120,2,2,abdominal (stomach) pain
120,2,2,diarrhea
120,2,2,vomiting
120,2,8,ebola virus
120,3,1,ebola
120,3,2,bleeding from the mouth and rectum
120,3,2,bleeding from eyes
120,3,2,ears
120,3,2,and nose
120,3,2,organ failure
120,3,8,ebola disese
120,4,1,ebola
120,4,3,real-time pcr testing
120,4,8,detect the ebola virus (species zaire ebolavirus
120,5,1,ebola
120,5,5,wash your hands with soap and water or an alcohol-based hand sanitizer and avoid contact with blood and body fluids (such as urine
120,5,8,ebola virus
121,1,1,ebola
121,1,6,2014
121,1,7,first
122,3,7,21 days
122,3,5,quarantine period for holding individuals
122,3,7,appropriate
122,4,7,first 9 months
123,1,1,ebola
123,1,6,2014
123,1,7,initial
125,1,1,ebola
125,1,6,2014
125,1,7,initial
126,1,1,ebola
126,1,6,2014
126,1,7,initial
127,5,6,twenty-one days
127,5,5,reduce risk of contagion
127,5,7,appropriate quarantine period
127,6,1,nature of contact
130,7,6,21 days
130,7,7,21 days
130,7,1,reasonable interpretation
130,8,5,quarantine periods
132,9,7,21 days
132,9,2,fever
132,9,2,bruising
132,9,2,severe headaches
132,9,2,muscle pain
132,9,2,diarrhea
132,9,2,vomiting
132,9,2,stomach pain
132,9,2,unexplained bleeding
132,10,5,practical measures
137,1,1,murine or endemic typhus
137,1,2,abdominal pain
137,1,2,backache
137,1,2,dull red rash that begins on the middle of the body and spreads
137,1,2,extremely high fever (105 - 106 degrees fahrenheit
137,1,2,which may last up to 2 weeks
137,1,2,hacking
137,1,2,dry cough
137,1,2,headache
137,1,2,joint and muscle pain
137,1,2,nausea
137,1,2,vomiting
137,2,1,typhus
137,2,2,chills
137,2,2,confusion
137,2,2,cough
137,2,2,delirium
137,2,2,high fever (104 degrees fahrenheit
137,2,2,joint pain (arthralgia
137,2,2,lights that appear very bright; light may hurt the eyes
137,2,2,low blood pressure
137,2,2,rash that begins on the chest and spreads to the rest of the body (except the palms of the hands and soles of the feet
137,2,2,severe headache
137,2,2,severe muscle pain (myalgia
137,2,2,stupor
138,11,7,7 days or longer
138,11,7,less than 1 week
138,11,1,not malaria
138,12,8,female anopheles mosquitoes
138,12,7,between dusk and dawn
139,1,1,typhus
139,1,2,headache
139,1,2,high fever
139,1,2,chills
139,1,2,rash
139,1,2,rare symptoms of epidemic typhus include stupor and seeming out of touch with reality
140,1,1,typhus
140,1,2,back pain delirium high fever (40 �c or 104 �f) joint pain low blood pressure photophobia (sensitivity to light) rashes severe headaches severe muscle pains
140,2,1,murine typhus
140,2,2,abdominal pain backache dull red rash that begins on the middle of the body and spreads extremely high fever (41 �c or 105�106 �f) hacking
140,2,2,dry cough severe headaches joint pain muscle pain vomiting
143,13,7,between 10 days to four weeks
143,13,7,be as short as seven days
143,13,7,as long as several years
143,14,8,plasmodium falciparum
143,14,8,plasmodium malariae
186,1,1,typhus
186,1,2,high fever
186,1,2,with chills and headache
186,1,2,fever
186,1,2,headache
186,1,2,muscle ache and pains
186,1,2,cough
186,1,2,abdominal pain
186,1,2,nausea and vomiting
186,1,2,diarrhea
186,1,1,cholera
186,1,2,diarrhea and dehydration
186,1,7,in a matter of hours
186,1,8,bacterial
187,1,1,cholera
187,1,2,mild diarrhea
187,1,4,requiring treatment at a health center
187,1,8,vibrio cholerae o1
188,1,1,cholera
188,1,7,5 days
188,1,7,7 days after discharge
189,1,1,ebola
189,1,2,high fever
189,1,2,headache
189,1,2,abdominal pain
189,1,2,diarrhea
189,1,2,vomiting
189,1,2,macular rash
189,1,6,34639
189,1,7,after 15 years
189,1,8,ebola virus
190,1,1,ebola
190,1,2,sudden onset of fever
190,1,2,feeling weak
190,1,2,muscle pain
190,1,2,headaches and a sore throat
190,1,2,rashes
190,1,2,red eyes
190,1,2,hiccups
190,2,1,ebola
190,2,4,supportive therapy
190,2,4,maintaining their oxygen status and blood pressure
190,2,5,proper protective clothing
191,1,1,cholera
191,1,2,purging diarrhoea and copious vomiting
191,1,2,cramps afflicted legs
191,1,2,arms
191,1,2,abdomen and back
191,1,7,longer than five days and sometimes less than one
191,2,1,typhus
191,2,2,headache and general pains
191,2,2,chills and fevers
191,2,7,1833
192,1,1,typhus
192,1,2,headache and high temperature (fever
192,1,4,antibiotics
192,1,8,germ (bacterium) salmonella typhi
210,35,7,one to two weeks
210,35,8,r. prowazekii
210,35,8,louse feces
210,35,7,many weeks
848,1,1,malaria
848,2,1,malaria
849,1,1,malaria
849,1,4,antimalarial
850,1,1,malaria
850,2,1,malaria
850,2,2,fever
850,2,2,chills
850,2,2,sweats
850,2,2,headaches
850,2,2,muscle pains
850,2,2,nausea and vomiting
850,2,8,plasmodium falciparum
851,1,1,typhus
851,1,8,dengue virus infection
851,2,1,typhus
851,2,2,malaise
851,2,2,headache
851,2,2,myalgia
851,2,2,fever
851,3,1,typhus
851,3,2,watery diarrhoea
851,3,2,high continued fever
851,4,1,typhus
851,4,8,dengue virus infection
851,5,1,typhus
851,5,2,malaise
851,5,2,headache
851,5,2,myalgia
851,5,2,fever
851,6,1,ebola
851,6,8,ebola virus
852,1,1,typhus
852,1,2,ill
852,1,5,pills
852,2,1,typhus
852,2,4,doxycycline (100 mg po bid for 5 days
852,2,5,antibiotics
852,3,1,cholera
852,4,1,cholera
852,5,1,cholera
853,1,1,cholera
854,1,1,cholera
854,2,1,cholera
854,2,5,emetic of salt and water
854,2,6,backs
854,3,1,cholera
855,1,1,ebola
855,2,1,ebola
855,2,8,zaire ebolavirus
855,3,1,ebola
855,4,1,ebola
855,5,1,ebola
856,1,1,ebola
856,2,1,ebola
856,2,5,administering fluids
856,3,1,ebola
856,3,4,develop antibodies
856,3,8,ebola virus
856,4,1,malaria
856,4,8,plasmodium falciparum
857,1,1,malaria
857,1,4,quinine
857,1,8,malarial parasites
857,2,1,malaria
857,2,8,plasmodium falciparum
857,3,1,malaria
857,3,4,quinine
857,3,8,malarial parasites
857,4,1,ebola
858,1,1,malaria
859,1,1,malaria
859,1,2,nausea
859,1,2,vomiting
859,1,4,antimalarials
859,2,1,malaria
859,2,2,hypoglycemia
859,2,5,chloroquine
859,3,1,typhus
859,4,1,typhus
859,4,8,dengue virus
859,5,1,typhus
859,5,4,antimicrobial treatment
859,5,8,bacterial infection
859,6,1,typhus
859,7,1,typhus
859,7,8,dengue virus
860,1,1,typhus
860,1,4,antibiotic treatment
860,1,8,epidemic typhus
860,2,1,typhus
860,2,4,emergency care
860,2,5,good sanitation
861,1,1,ebola
862,1,1,ebola
862,1,4,protecting health care workers
862,2,1,ebola
863,1,1,ebola
863,2,1,ebola
863,2,2,sick
864,1,1,ebola
864,2,1,ebola
864,3,1,ebola
864,3,5,isolation
865,1,1,yellow fever
866,1,1,ebola
866,1,5,patient isolated
867,1,1,ebola
867,1,5,placed in an isolation
868,1,1,evd
869,1,1,ebola
869,1,8,deadly virus
869,2,1,ebola
869,2,2,high fever
869,2,2,nausea
869,2,2,vomiting
869,2,2,diarrhea
869,2,8,ebola virus
869,3,1,ebola
869,3,2,black vomit
869,3,6,stomach
869,4,1,ebola
869,5,1,ebola
869,5,2,flu-like
869,6,1,ebola
869,6,2,flu-like
869,6,5,patient remains in isolation
869,7,1,ebola
869,7,5,patient in isolation
870,1,1,ebola
870,1,8,deadly virus
870,2,1,ebola
870,2,8,ebola virus
870,3,1,evd
870,3,6,blood
870,4,8,filoviridae
870,5,1,ebola virus desease
870,5,2,illness
870,5,8,wild animals
870,6,5,ensure the safety
870,7,2,blood clots
870,7,2,red spots
870,7,2,bleeding
870,7,6,liver
870,7,8,ebola virus
870,8,2,blood clots
870,8,2,red spots
870,8,2,bleeding
870,8,6,liver
870,8,8,ebola virus
870,9,2,blood clots
870,9,2,red spots
870,9,2,bleeding
870,9,6,liver
870,9,8,ebola virus
870,10,1,ebola
870,10,2,headaches
870,10,2,muscle pain
870,10,2,decreased appetite
870,10,2,sore throat
870,10,2,white blisters
870,10,2,red spots
870,10,2,bleeding
870,10,6,skin
870,11,2,fever fatigue
870,11,2,muscle pain
870,11,2,headache
870,11,2,sore throat
870,11,2,vomiting
870,11,2,diarrheo
870,11,2,rash
870,11,2,bleeding
870,11,6,head
870,11,8,ebola virus
870,12,1,ebola
870,12,8,ebola virus
870,13,1,ebola
870,13,8,ebola virus
870,14,6,liver
870,14,8,ebola virus
871,1,2,blood clots
871,1,2,blood flow weakens
871,1,2,red spots
871,1,6,liver
871,1,8,ebola virus
871,2,1,ebola
871,2,8,ebola virus
871,3,2,fever
871,3,2,headache
871,3,2,muscle aches
871,3,2,rash
871,3,2,chest pain
871,3,2,vomiting
871,3,2,diarrhea
871,3,2,bleeding
871,3,2,shock
871,3,6,head
871,3,8,ebola virus
871,4,1,ebola
871,4,2,hemorrhagic fever
871,4,2,chills
871,4,2,myalgia
871,4,2,nausea
871,4,2,vomiting
871,4,2,diarrhea
871,4,2,chestpain
871,4,2,cough
871,4,2,headache
871,4,2,malaria
871,4,2,dysentery
871,4,2,influenza
871,4,6,chest
871,4,8,ebola virus
871,5,2,malaria
871,5,2,fever
871,5,2,plague
871,5,2,rash
871,5,2,red eyes
871,5,2,hiccups
871,5,2,chest pain
871,5,2,vomiting
871,5,2,diarrhea
871,5,6,liver
871,5,8,ebola virus
871,6,8,ebola virus
871,7,2,blood clotting
871,7,8,ebola virus
871,8,1,ebola
871,8,2,feeling tired
871,8,2,fever
871,8,2,pain in the muscles and joints
871,8,2,headache
871,8,2,and sore throat
871,8,2,vomiting
871,8,2,diarrhea and abdominal
871,8,6,muscles
871,8,8,ebola virus
871,9,1,ebola
871,9,2,sudden increase in body temperature
871,9,2,strong headaches
871,9,2,and joint and muscle pain
871,9,2,diarrhea
871,9,2,vomiting
871,9,2,and stomach pain
871,9,6,muscles
871,9,8,ebola virus
872,1,1,ebola
872,1,2,diarrhea
872,1,2,dark or bloody feces
872,1,2,vomiting blood
872,1,2,red eyes due to distention and hemorrhage of sclerotic arterioles
872,1,6,eyes
872,1,8,ebola virus
873,1,1,ebola
873,1,2,bleed from the nose and mouth
873,1,2,impaired kidney and liver function
873,1,2,blood in the stoolses
873,1,2,bleeding in the brain can lead to severe depression
873,1,6,nose
873,1,8,ebola virus
873,2,1,ebola
873,2,2,bleed from the nose and mouth
873,2,2,impaired kidney and liver function
873,2,2,blood in the stoolses
873,2,2,bleeding in the brain can lead to severe depression
873,2,6,nose
873,2,8,ebola virus
873,3,1,ebola
873,3,8,ebola virus
874,1,1,ebola
874,1,2,bleeding from their eyes
874,1,2,ears
874,1,2,nose
874,1,8,ebola virus
875,1,1,ebola
875,1,2,irritation to the diaphragm
875,1,2,ocularinjection and in very light skinned persons a macular rash
875,2,1,ebola
875,2,2,fever
875,2,2,muscle pain
875,2,2,headache
875,2,2,sore throat
875,2,2,or fatigue
875,2,2,vomiting
875,2,2,diarrhea
875,2,2,rashes
875,2,2,and impaired kidney or liver
875,2,6,muscle
875,3,1,ebola
875,3,2,flu-like symptoms
875,3,2,hemorrhagic symptoms
875,3,2,bleeding out of the eyes
875,3,2,minor bleeding
875,3,2,some may just have bleeding
875,3,6,eyes
875,4,1,ebola
875,4,2,blood clots
875,4,6,liver
875,5,1,ebola
875,5,2,blood thickens and slows
875,5,2,and clots begin to stick to the walls of blood vessels
875,5,6,brain
876,1,1,ebola
876,1,2,fever
876,1,2,chills
876,1,2,muscle pain
876,1,2,sore throat
876,1,2,weakness and general discomfort
876,1,2,chest pain
876,1,2,bleeding from eyes ears nose mouth
876,1,6,face
877,1,1,ebola
878,1,1,ebola
878,1,2,inability to activate t-cells
878,2,1,ebola
878,2,2,sharp decline of lymphocytes
878,2,2,white blood cells
878,2,6,lymph nodes
328,1,1,cholera
328,1,5,drink only safe water
328,2,1,cholera
328,2,5,oral vaccines
329,1,1,cholera
329,1,2,severe diarrhea
329,1,2,dehydration
329,1,7,matter of hours
329,2,1,cholera
329,2,2,severe dehydration
329,2,5,rehydration solution
330,1,1,ebola
330,1,5,practice careful hygiene
331,1,1,ebola
331,1,5,strictly follow recommended infection control precautions
331,2,1,evd
331,2,5,prevention of needle sticks and sharps injuries
332,1,1,ebola
332,1,5,avoid contact with (deceased) ebola patients and / or their body fluids
332,1,6,seven weeks
332,1,7,for seven weeks
332,2,1,evd
332,2,2,fever
332,2,2,weakness
332,2,2,muscle pain
332,2,2,headache
332,2,2,sore throat
332,2,2,vomiting
332,2,2,diarrhoea
332,2,2,rash
332,2,2,bleeding
332,2,6,21 days
332,2,7,within 21 days
332,2,8,ebola virus
332,3,1,ebola virus disease (evd
332,3,8,ebola virus
332,4,2,sudden onset of fever
332,4,2,intense weakness
332,4,2,muscle pain
332,4,2,headache
332,4,2,sore throat
332,4,2,vomiting
332,4,2,diarrhoea
332,4,2,rash
332,4,2,impaired kidney
332,4,2,liver function
332,4,2,both internal and external bleeding
333,1,1,cholera
333,1,5,control of the human host
334,1,1,cholera
334,1,5,chlorination of water
335,1,1,typhoid fever
335,1,4,antibiotics
335,1,5,proper hygiene
335,2,1,typhus
335,2,5,typhus vaccine
335,2,8,lice
336,1,1,typhus
336,1,5,avoidance of the insects that carry the causative bacteria
336,2,1,typhus
336,2,4,antibiotics
336,3,1,typhus
336,3,8,rickettsiae
512,1,1,malaria
512,1,2,flu-like and include a high temperature (fever
512,1,2,headache
512,1,2,sweats
512,1,2,chills and vomiting muscle pains diarrhoea generally feeling unwell
512,1,6,seven days
512,1,8,plasmodium falciparum parasite
513,1,1,haemorrhagic fevers
513,1,7,intial characteristic
514,1,1,ebola
514,1,2,fever
514,1,2,myalgia
514,1,2,and malaise
514,1,6,14 to 21 days
514,1,7,beginning
514,1,8,ebola virus
515,1,1,ebola
515,1,2,vomiting and diarrhea
515,1,4,treatment and prevention of ebola virus disease
515,1,5,treatment and prevention of ebola virus disease
515,1,7,after commencing
515,1,8,virus fatal infection ebola virus
516,1,1,ebola
516,1,2,gastrointestinal symptoms
516,1,2,rash
516,1,2,hemorrhage from mucous membranes
516,1,2,fever
516,1,2,neurologic dysfunction and shock
516,1,7,inceptively
516,1,8,ebola virus
517,1,1,ebola
517,1,7,earlier
517,1,8,ebola virus infection
518,1,1,ebola
518,1,2,shock syndrome
518,1,6,especially
518,1,8,ebola virus infection1
519,1,1,hemorrhagic disease ebola virus-associated disease
519,1,4,effective therapy
519,1,5,vaccines
519,1,8,ebola virus ebola virus infection
520,1,1,ebola hemorrhagic fever
520,1,2,fever
520,1,2,shock and coagulation defects
520,1,4,therapeutic strategy
520,1,7,recent
520,1,8,viral infection
521,1,1,ebola hemorrhagic fever or ebola
521,1,2,high fever
521,1,2,headache
521,1,2,joint and muscle aches
521,1,2,sore throat
521,1,2,weakness
521,1,2,stomach pain
521,1,2,lack of appetite
521,1,2,blood vomiting
521,1,3,may test to rule out other diseases like cholera or malaria
521,1,5,prevent people from coming to u.s. airports with the disease.tests of blood and tissues
521,1,6,2 to 21 days
521,1,7,usually
521,1,8,ebola virus infection
522,1,1,hemorrhagic fevers
522,1,2,fatal shock
522,1,8,rna viruses
523,1,1,typhus
523,1,2,fever
523,1,2,headache
523,1,2,weakness
523,1,2,and muscle aches
523,1,4,antibiotics tetracycline or chloramphenicol
523,1,6,week-long
523,1,7,fair amount of time
523,1,8,infectious agent
524,1,1,typhus
524,1,2,blanching rash
524,1,2,bleeding into the skin
524,1,2,fever (40�c) for up to two weeks.myalgia (those affected may adopt a crouching
524,1,6,1-3 days
524,1,7,initially
525,1,1,typhus fevers
525,1,2,universal
525,1,4,antibiotic medication
525,1,5,avoiding arthropod infestations
525,1,8,rickettsiae bacteria
526,1,1,typhus
526,1,2,sheadache high fever chills rash
526,1,3,western blot  immunofluorescence test   blood test
526,2,1,typhus
526,2,5,avoiding the insects
526,2,6,during the second world war
527,1,1,typhus
527,1,2,headache
527,1,2,a sore throat
527,1,2,and loss of appetite
527,1,7,then invades
527,1,8,bacillus
528,1,1,typhoid fever
528,1,2,infections or collections of pus
528,1,7,first
528,1,8,salmonella typhi and salmonella paratyphi
529,1,1,typhoid
529,1,2,diarrhea and a rash
529,1,2,fever
529,1,2,general ill-feeling
529,1,2,and abdominal pain
529,1,7,initially
529,1,8,salmonella typhi
530,1,1,typhus
530,1,6,a week or 10 days
530,1,7,once
530,1,8,body lice
531,1,1,typhus
531,1,2,headaches
531,1,2,chills
531,1,2,prostration
531,1,2,high fever
531,1,2,coughing  and severe muscular pain
531,1,6,12 days
531,1,7,initially
532,1,1,ebola
532,1,2,shigh fever
532,1,2,headache
532,1,2,joint and muscle aches
532,1,2,sore throat
532,1,6,2 to 21 days
532,1,7,initially
532,1,8,ebola virus infection
533,1,1,ebola
533,1,7,first of all
533,1,8,virus
534,1,1,ebola
534,1,2,fever
534,1,2,headache
534,1,2,and muscle aches
534,1,6,36800
534,1,8,ebola virus
535,1,1,ebola
535,1,7,end stage
535,1,8,virus
536,1,1,ebola
536,1,7,initial
536,1,8,virus
537,1,1,ebola
537,1,2,stongue's skin may be torn off during rushes of the black vomit
537,1,7,every
537,1,8,ebola-virus
538,1,1,ebola�s
538,1,2,fevers
538,1,2,headaches and fatigue
538,1,2,bloody diarrhea
538,1,2,severe sore throat
538,1,2,jaundice
538,1,2,vomiting or loss of appetite
538,1,6,two to 21 days
538,1,7,first
538,1,8,viral infection
539,1,1,ebola
539,1,4,early care
539,1,6,august and october 2014
539,1,8,ebola virus
540,1,1,ebola
540,1,6,1976
540,1,8,ebola virus
541,1,1,ebola
541,1,6,1 days
541,1,8,fluids
436,1,1,ebola
436,1,2,severe clinical signs
436,1,2,multiorgan failure and septic shock
436,1,7,between days 6 and 16
437,1,1,ebola
437,1,2,sick
437,1,7,last year
438,1,1,ebola
438,1,2,sick
438,1,4,vaccine
438,1,7,last year
439,1,1,malaria
439,1,2,fever
439,1,2,chills
439,1,2,sweating
439,1,4,proper treatment
439,1,7,over a period of years
439,1,7,two weeks
439,2,1,malaria
439,2,4,antimalarial drugs
439,2,4,medications to control fever
439,2,4,fluids and electrolytes
440,1,1,malaria
440,1,4,antimalarial pills
440,1,4,medications to control fever
440,1,7,within two weeks
441,1,1,malaria
441,1,4,regular dose of penicillin
441,1,4,penicillin by mouth
441,1,4,single injection of penicillin g
441,1,7,10-day
441,1,7,every three weeks
441,2,1,malaria
441,2,4,antibiotic
441,2,7,within 10 days
441,2,8,bacteria
441,3,1,malaria
441,3,2,develops carditis
441,3,4,valve replacement surgery
442,1,1,malaria
442,1,4,artemether-lumefantrine
442,1,4,quinine therapy
442,1,7,seven day
443,1,1,malaria
443,1,2,nerve damage
443,1,7,over the course of years
444,1,1,typhus
444,1,2,gastrointestinal bleeding or rupture of the intestines
444,1,7,a life
444,1,7,two to three weeks
445,1,1,typhus
445,1,7,just a few weeks later
445,1,7,first
445,1,7,second
446,1,1,cholera
446,1,2,diarrhea
446,1,2,severe diarrhea and vomiting
446,1,4,replacement of the fluid and salts
446,1,4,oral rehydration solution
446,1,4,prepackaged mixture of sugar and salts to be mixed with water
447,1,1,malaria
447,1,4,antibiotics
447,1,4,doxycycline and chloramphenical
447,1,8,bacteria
447,2,1,typhus
447,2,4,antibiotics
447,2,5,to control the rodent population
447,2,8,infected insects
448,1,1,cholera
448,1,2,diarrheal
448,1,4,antibiotics
448,1,7,within 5-6 days
448,1,8,cholera organism
448,2,1,cholera
448,2,2,watery diarrhea
448,2,3,pathological strains
448,2,7,last for only several days
448,2,8,v. cholerae
448,3,1,cholera
448,3,8,bacterial
448,3,8,lieberk�hn
449,1,1,cholera
449,1,4,conventional treatments
449,1,6,1831
450,1,1,malaria
450,1,2,fever
450,1,2,anemia
450,1,8,mosquito
451,1,1,malaria
451,1,2,diarrhea
451,1,4,antibiotics
451,1,8,bacteria
452,1,1,malaria
452,1,4,antimalarial drugs
452,1,8,malaria parasite
453,1,1,malaria
453,1,2,meningococcal meningitis
453,1,2,s. pneumoniae
453,1,4,therapy
453,1,7,for 10 to 14 days
453,1,7,at least 21 days
453,1,7,7 days
453,1,2,l. monocytogenes
454,1,1,malaria
454,1,4,act a-b
454,1,7,four-day
454,2,1,cholera
454,2,4,administration of salt pills
454,2,4,intravenous fluid
455,1,1,malaria
455,1,2,for severe dehydration and for mild to moderate dehydration
455,1,4,erythromycin and trimethoprim-sulphamethoxazole (tmp-smx
455,1,4,sulphamethoxazole
455,1,7,december 1991 to june 1992
455,1,7,for five days
456,1,1,cholera
456,1,3,clinical trial
456,1,4,tetracycline therapy
457,1,1,cholera
457,1,2,diarrhoea
457,1,4,nitrofuran
457,1,4,rehydration treatment
457,1,8,cholera vibrios
458,1,1,cholera
458,1,7,2 to 3 days
458,1,7,up to 5 days
459,1,1,typhus
459,1,4,effective treatment
459,1,8,epidemic typhus
460,1,1,cholera
460,1,4,doxycycline
460,1,4,chloramphenicol
460,1,8,rickettsioses
461,1,1,ebola
461,1,2,fever
461,1,2,weakness
461,1,2,muscular pain
461,1,2,headaches and sore throat
461,1,7,two to 21 days
461,2,1,malaria
461,2,5,immune system
461,2,8,virus
462,1,1,ebola
462,1,2,evd infections
462,1,3,laboratory  testing
462,1,7,from 2 to 21 days
463,1,1,ebola
463,1,7,a few weeks
463,1,8,ebola virus
463,2,1,ebola
463,2,7,few weeks to a few months
463,2,8,virus
464,1,1,ebola
464,1,2,lot of muscle loss
464,1,2,very weak
464,1,7,a long time
464,1,7,after a few months
465,1,1,ebola
465,1,7,seven weeks after recovery
465,1,7,can vary
465,1,8,virus
465,2,1,ebola
465,2,4,ebola-fighting antibodies
465,2,8,viral infections
466,1,1,cholera
466,1,1,classic cholera
466,1,4,treated quickly and properly
467,1,1,malaria
467,1,4,chemical agents
467,1,7,months or even years
467,1,8,sporozoites
467,2,1,malaria
467,2,7,the eighteenth century
467,2,8,malaria protozoa
467,2,8,mosquitoes
468,1,1,cholera
468,1,2,severe dehydration
468,1,4,intravenous fluid
468,1,4,antibiotics
468,2,1,ebola
468,2,2,infectious
468,2,7,months to years
468,2,8,bacteria
