URLNO,PNO,RFN,VALUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1,1,ebola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2,8,ebola virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3,1,ebola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3,6,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3,8,ebola virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,1,1,ebola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,1,8,ebola infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2,1,ebola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2,2,fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2,4,malaria and typhoid fever treatments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,1,1,ebola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,1,2,contaminated with the blood or body fluids of a person sick with Ebola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,1,8,fluids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2,1,ebola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2,2,fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2,8,ebola virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,3,1,ebola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,3,2,fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,3,4,irreversible shock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,3,5,specific therapies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,3,7,within 21 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,3,8,ebola virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4,1,ebola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4,2,flu like symptoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4,6,2014-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4,8,ebola virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,5,1,ebola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,5,3,simple diagnostic test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,5,5,accelerate interruption of virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1,7,while,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2,7,41883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2,7,first,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2,7,41974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2,8,virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1,2,vomiting ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1,2,diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1,4,ZMapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1,4,cocktail of antibiotics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1,7,three weeks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1,7,Before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2,7,of October 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2,7, on September 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1,7,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1,7,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1,7,first,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1,8,virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2,7,dozen years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2,7,two years ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1,7,"Aug. 21, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1,8,virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2,8,virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1,7,Aug. 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1,7,Tuesday ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1,7,Aug. 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1,7,Thursday ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2,7,first,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2,7,November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,0,4,Zmapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,0,4,good supportive care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,0,8,virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1,7,now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1,7,three weeks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1,8,virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2,7,later,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2,7,last month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2,8,virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1,7,after,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1,8,virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1,7,Today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1,7,late July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1,7,first,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2,4,blood transfusions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2,7,while,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1,7,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1,7,first,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2,7,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1,7,first,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2,4,ZMapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2,7,week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1,7,now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1,7,last month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1,7,first,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1,8,virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1,4,ZMapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1,7,Since,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1,7,first,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1,8,virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2,8,virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2,7,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2,8,virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1,7,today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2,4,ZMapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2,7,year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1,7,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,1,5,"  vaccine, avoiding the insects that spread it",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,1,7,  During the Second World War,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2,1,  typhus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2,5,"  maintaining personal hygiene, controlling the rodent population, avoiding places where exposure has occurred, chemoprophylaxis with doxycycline",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2,8,"  lice, rodents, arthropods",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,1,5,"  Immunization, louse control, vaccines, Lice may be eliminated by dusting infested people with malathion or lindane",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,1,8,   Lice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,1,5,"  Avoid areas where you might encounter rat fleas or lice, Good sanitation, public health measures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,1,8,"  rat fleas, lice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2,5,"  Bathing, Boiling clothes, avoiding infested clothing for at least 5 days, Using insecticides",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2,6,  5 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2,7,  at least 5 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2,8,  lice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,3,1,"  Endemic typhus, jail fever",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,3,8,"  rats, fleas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,4,1,  Murine typhus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,4,7,  during the summer and fall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,4,8,"  rats feces, fleas, cats, opossums, raccoons, skunks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,1,1,  cholera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,1,5,"  vaccine, only water that has been boiled, water that has been chemically disinfected, bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,1,7,  a few months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,1,1,  Cholera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,1,5,"  Drink and use safe water, Wash your hands often with soap and safe water, Use latrines or bury your feces (poop), Cook food well, peel fruits and vegetables, Clean up safely",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2,5,"  Dukoral, ShanChol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2,7,  Currently,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,1,1,  cholera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,1,5,"  providing clean water and proper sanitation, Health education, good food hygiene, hand-washing with soap after defecation and before handling food or eating, safe preparation and conservation of food ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2,1,  cholera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2,5,"  Provision of safe water, proper sanitation, food safety, Health education",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,3,1,"  cholera, epidemic cholera",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,4,1,  Cholera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,4,2,"  watery diarrhea, vomiting",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,1,1,  Ebola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,1,5,"  Avoiding the Infection, Protecting Yourself From Infection, Taking Action if You Are Infected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,1,1,  Ebola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,1,5,"  Avoid any contact with someone you believe is infected, use protective gear such as face masks and gloves",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,1,8,  Ebola virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,13,7,at least 7 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,13,1,75 days on average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,13,7,vary from 30 to 180 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,13,7, within 30 to 60 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,14,2,chronic infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,14,2,cirrhosis and liver cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,15,7,lasting 1.5 to 6 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,15,7,average 4 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,15,7,first 6 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,15,2,mild illness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,16,1,risk for hepatitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,17,7,60 to 90 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,17,7,as soon as 45 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,17,7,as late as 180 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,18,8,"blood, semen, or vaginal fluids",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,19,1,2–3 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,19,7,averages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,19,7,range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,19,1,incubation period correlating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,20,1,extrahepatic manifestations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,21,1,3–5 million cholera cases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,21,1,100 000–120 000 deaths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,21,1,two hours to five days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,21,7,short incubation period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,22,5,preparedness and response,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,23,1,1.4 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,23,7,by 0.5 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,23,7,95% by 4.4 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,24,3,extracted individual-level data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,24,3,parametrically estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,24,3,evaluated evidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,25,1,two hours and five days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,25,7,between,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,25,5,returning from Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,1,Ebola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,4,Ebola treatment centers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,6,2014 1976 September 2014 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,8,Ebola virus Zaire ebolavirus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1,1,Ebola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1,2,influenza vomiting and diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1,6,2014 March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1,8,"Ebolavirus  Bundibugyo, Zaire, Reston, Sudan and Tai Forest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1,1,Ebola EVD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1,2,"fever fatigue, muscle pain, headache and sore throat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1,6,Timex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1,7,First,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1,8,Ebola virus infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2,1,EVD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2,4,"Treatment and vaccines blood products, immune therapies and drug therapies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2,5,"vaccines Prevention and control good laboratory service, safe burials and social mobilisation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,3,1,eBOLA EBV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,3,5,"precautions when caring for patients  basic hand hygiene, respiratory hygiene, use of personal protective equipment extra infection control measures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,3,8,Ebola infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
