URLNO,PNO,RFN,Value
82,3,7,within 21 days
82,3,8,ebola virus
82,4,1,ebola
82,4,2,flu like symptoms
82,4,6,2014-2015
82,4,8,ebola virus
82,5,1,ebola
82,5,3,simple diagnostic test
82,5,5,accelerate interruption of virus
83,1,1,ebola
83,1,3,rapid point-of-care diagnostic tests
83,1,8,ebola virus
83,2,1,ebola
83,3,1,ebola
83,3,5,biosafety requirements beyond the wearing of personal protective equipment.
83,3,2,fever
83,4,1,ebola
83,4,3,regulatory assessment
83,4,4,independent review
83,5,1,ebola
83,5,2,"fever,nausea and diarrhea"
83,5,8,ebola virus
84,1,1,ebola
84,1,8,ebola virus
84,2,1,ebola
84,2,2,illness
84,2,3,"tests for Ebola,based on detecting antibodies to the virus"
84,2,4,"Antibodies are produced by the body’s counterattack on the virus,and are therefore not detectable until that counterattack is well underway. By that time,the victim might have infected others"
84,3,1,ebola
84,3,2,fever
84,3,3,RT-PCR
84,3,8,bits of RNA
84,4,1,ebola
84,4,3,PCR tests are notorious for cross-contamination errors
84,4,8,ebola virus
84,5,1,ebola
84,5,3,test an Ebola vaccine on a person
85,1,1,ebola
85,1,4,"As a rule of thumb with other diseases,the antibodies Kobinger found provide correlates of protection,or expected immunity"
85,1,8,Zaire ebolavirus (ZEBOV)
85,2,1,ebola
85,2,3,condone inoculating people with Ebola to test a vaccine without significant evidence of vaccine effectiveness
85,2,4,vaccination may not produce antibodies or actually yield individual immunity
85,2,8,ebola virus
85,3,1,ebola
85,3,3,Zebov
85,4,1,ebola
85,4,3,detects the presence of pathogens
85,4,4,immune system releases antibodies to identify and neutralize pathogens
85,4,8,virus
85,5,1,ebola
85,5,3,holy grail
85,5,8,virus
86,1,1,ebola
86,1,3,rapid test strips
86,1,8,ebola virus
88,1,1,ebola
88,1,3,Next-generation sequencing machines
88,2,1,ebola
88,2,3,medical tricorder
88,2,8,variety of diseases
88,3,1,ebola
88,3,3,holi grail
88,4,1,ebola
88,4,3,Genekam Biotechnology AG manufactures a number of kits for zoonostic pathogens
88,4,8,ebola virus
103,1,1,ebola
103,1,3,ReEBOV Antigen Rapid Test Kit
103,1,8,ebola virus
103,2,1,ebola
103,2,3,nucleic acid – the test detects the Ebola 
103,2,8,ebola virus
104,3,1,ebola
104,3,5,virus-free may become infected
104,3,8,ebola virus
104,1,1,"ebola,malaria"
104,1,2,fever
104,1,5,"clinics either converting to Ebola holding centres or closing altogether,leaving people with other illnesses with nowhere to go"
104,2,1,ebola
104,2,3,ReEBOV Antigen Rapid Test Kit
104,2,8,ebola virus
300,1,1,Ebola
300,1,5,"careful hygiene,avoid contact with blood and body fluids,Avoid funeral or burial rituals,Avoid contact with bats and nonhuman primates "
300,2,1,Ebola
300,2,5,"Wear appropriate personal protective equipment (PPE),infection control and sterilization,Avoid direct,unprotected contact with the bodies of people who have died from Ebola,"
300,2,8,Ebola virus
301,1,1,"Ebola,Marburg"
301,1,5,Wash your hands frequently
301,1,7,"Before,current"
301,2,1,"Ebola,Marburg"
301,2,5,"Avoid bush meat,Avoid contact with infected people,caregivers should avoid contact with the person's body fluids and tissues "
301,2,7,later
301,3,1,"Ebola,Marburg"
301,3,5,"wear protective clothing,Keep infected people isolated from others,Dispose of needles and sterilize other instruments,Don't handle remains"
302,1,1,Ebola
302,1,2,"wrecks the immune system,causes heavy bleeding inside the body"
302,1,7,After
302,2,6,Nov. 15
302,2,7,on Nov. 15
303,1,5,"antimalarial drug,insect repellent,long sleeves,long pants,sleeping in a mosquito-free setting,using an insecticide-treated bednet"
304,1,1,malaria
304,1,5,"avoiding mosquito bites,use of repellents,insecticide treated bed nets,specific medicines"
304,1,8,mosquito bites
305,1,1,malaria
305,1,5,antimalarials
305,1,7,after
306,1,1,malaria
306,1,5,"protecting yourself against mosquito bites,taking antimalarial medicines,avoid traveling to areas where malaria is common"
306,1,8,mosquito bites
306,2,1,malaria
306,2,5,"using air conditioning and electric fans,wearing protective clothing,using aerosol insecticides in your house,antimalarial medicines"
307,1,1,malaria
307,1,8,malaria parasites
308,1,1,Malaria
308,1,2,"high fever,chills"
308,1,8,bite by an infected mosquito
309,1,1,epidemic typhus
309,1,5,"vaccine,avoiding the insects that spread it"
309,1,7,During the Second World War
309,2,1,typhus
309,2,5,"maintaining personal hygiene,controlling the rodent population,avoiding places where exposure has occurred,chemoprophylaxis with doxycycline"
309,2,8,"lice,rodents,arthropods"
310,1,5,"Immunization,louse control,vaccines,Lice may be eliminated by dusting infested people with malathion or lindane"
310,1,8,Lice
17,1,1,onset of symptoms 
17,1,2,onset of fever fatigue
17,1,2,muscle pain
17,1,2,headache
17,1,2,sore throat
17,1,2,vomiting
17,1,2,diarrhea
17,1,2,symptoms of impaired kidney and liver function
17,1,2,internal and external bleeding
17,1,2,low white blood cell and platelet counts
17,1,2,elevated liver enzymes
17,1,7,2 to 21 Days
17,1,3,Laboratory Findings
17,2,8,"contact with the blood,secretions,organs or other bodily fluids of infected animals"
34,3,1,2 to 21 days
34,3,7,2 to 21 days
34,3,2,not contagious during the incubation period
34,4,5,Prompt medical care is essential
34,4,5,reported to the nearest health unit
37,5,1,2 to 21 days
37,5,7,2 to 21 days
37,5,2,patient is contagious during the incubation period depends on the virus 
37,6,7,21 Days
42,7,1,2 to 21 days
42,7,7,2 to 21 days
42,7,7,second week of infection
42,7,2,multiple organ failure
42,7,2,nausea
42,7,2,organ failure
42,7,2,high mortality rate
42,7,2,diarrhea
42,7,2,hypovolemic shock
42,7,2,internal and external bleeding
42,7,2,intense pain
42,8,7,1976
43,9,1,2 to 21 days
43,9,7,2 to 21 days
43,9,7,4 to 10 days
43,9,7,greater than 21 days
43,10,1,Dead bodies remain infectious
43,10,6,2014 outbreak
46,11,1,60–150 days
46,11,7,begin an average
46,11,7,range
46,12,1,Anti-HBs also develops
184,1,1,malaria
184,1,4,appropriate antimalarial
184,1,4,highest possible level of clinical care
185,1,1,typhus
185,1,8,rats to fleas to humans
185,1,8,bacteria
185,2,1,typhus
185,2,8,bacteria
185,2,8,Rickettsia prowazekii
186,1,1,typhus
186,1,2,high fever,with chills and headache
186,1,2,fever
186,1,2,headache
186,1,2,muscle ache and pains
186,1,2,cough,
186,1,2,abdominal pain
186,1,2,nausea and vomiting
186,1,2,diarrhea
186,1,1,cholera
186,1,2,diarrhea and dehydration
186,1,7,in a matter of hours
186,1,8,bacterial
187,1,1,cholera
187,1,2,mild diarrhea
187,1,4,requiring treatment at a health center
187,1,8,Vibrio cholerae O1
369,1,1,Ebola
369,1,6,Oct. 28
369,1,7,"Today,earlier this month,less than a week,after"
369,2,1,Ebola
369,2,7,"first,about a month,after,about five weeks"
370,1,2,"sudden onset of fever fatigue,muscle pain,headache,sore throat,vomiting,diarrhoea,rash,impaired kidney,liver function,both internal and external bleeding,low white blood cell and platelet counts,elevated liver enzymes"
370,1,6,2 to 21 days
370,1,7,first
371,1,1,Ebola
371,1,6,"one to two weeks,couple of weeks"
371,1,7,"a few week recovery time,takes one to two weeks,within a couple of weeks"
371,1,8,Ebola virus
371,2,1,Ebola
371,2,7,for weeks
371,3,1,Ebola
371,3,2,"high fever,headaches,weakness"
371,3,6,March
371,3,7,"first,in late March"
371,4,2,"fever,diarrhea,vomiting,bleeding"
371,4,6,"10 days,five days"
371,4,7,"With 10 days spent,for five days"
372,1,1,malaria
372,1,7,"in a week to a month (or longer),after"
372,1,8,"malaria-infected mosquito,P. falciparum,P. knowlesi,P. vivax,P. malariae,P. ovale"
373,1,1,Malaria
374,1,1,malaria
374,2,1,malaria
374,2,6,couple of days
374,2,7,within a couple of days
374,2,8,"P. falciparum,P. malariae"
375,1,1,Malaria
375,1,2,damage to his kidneys
375,1,3,blood smear
375,1,4,"antimalarial drugs,multiple blood products"
375,1,6,six months
375,1,7,approximately six months
375,1,8,Plasmodium falciparum
376,1,1,Malaria
376,1,8,"plasmodium,mosquito bite"
376,2,1,Malaria
376,2,8,"plasmodium,Plasmodium falciparum,Plasmodium vivax,Plasmodium ovale,Plasmodium malariae,Plasmodium falciparum"
377,1,1,typhus
377,1,4,"antibiotics,Vaccination"
377,2,1,"typhus,Endemic typhus,scrub typhus"
377,2,6,2 weeks
377,2,7,"last 2 weeks,prolonged recovery time"
377,3,2,"fatigue,lack of stamina,nervous and mental symptoms"
377,3,6,2 weeks
377,3,7,"within 2 weeks,for several months"
378,1,1,Scrub typhus
378,1,4,"antibiotics,Chloramphenicol (Chloromycetin,Fenicol),tetracycline (Achromycin,Tetracyn)"
378,1,6,one to two days
378,1,7,"first few days,in the second week,one to two days after"
379,1,4,"antibiotics,intravenous * (IV) antibiotics and fluids"
379,1,6,1 week
379,1,7,"from 1 week to several weeks,for months"
379,2,2,"severe headache,muscle pain,chills,fever,confusion,rash that appears first on the wrists and ankles before spreading"
379,3,1,jaundice
379,3,2,"yellowing of the skin,and sometimes the whites of the eyes,disease of the liver or certain blood disorders"
379,3,8,buildup in the body of bilirubin
380,1,1,cholera
380,1,6,three and six days
380,1,7,between three and six days
381,1,1,cholera
381,1,6,3 to 6 days
381,1,7,in 3 to 6 days
382,1,1,cholera
382,1,6,a week
382,1,7,"within a week,in a week"
383,1,1,cholera
384,1,1,cholera
384,1,4,prompt fluid and electrolyte replacement
384,1,6,"three to six days,two weeks"
384,1,7,"Today,in three to six days,up to two weeks"
384,2,1,cholera
384,2,5,"establish good sanitation and wastetreatment systems,boiling water,eating only well-cooked foods,peeling fruit and nuts before eating"
384,3,1,cholera
384,3,8,"V. cholerae bacteria,cholera-causing bacteria"
385,1,1,Ebola
385,1,5,develop antibodies that last for at least 10 years
385,1,6,10 years
385,1,7,at least 10 years
386,1,1,Ebola
386,1,7,"requires months,many weeks,after"
386,1,8,"Ebola virus,Semen from men"
387,1,1,Ebola
387,1,2,"fever,vomiting"
387,1,6,"Oct. 17,6 days,Nov. 11"
387,1,7,"on Oct. 17,6 days later,after,on Nov. 11"
388,1,1,Ebola
388,1,2,multiorgan failure
388,1,7,second week
388,1,8,Ebola virus
389,1,1,Ebola
389,1,7,"after,a month"
389,2,6,"Oct.22,21 days"
389,2,7,"on Oct. 22,after,during this period"
389,3,1,Ebola
471,1,1,typhus
471,1,2,"headaches,lethargy and stomach discomfort,and sometimes a rash"
471,1,4,Vaccination
471,1,4,antiobiotics
471,1,8,food and water-borne bacteria
471,2,1,Cholera
471,2,2,diarrhoea
471,2,2,vomiting
471,2,4,to replace the water and salts
471,2,4,rehydration salts
471,3,1,Ebola
471,3,5,wearing personal protective equipment
471,3,7,about a month after
471,3,7,about five weeks after
471,3,8,virus
472,1,1,Ebola
472,1,2,joints and eyes
472,1,7,through the remainder of their life
472,2,1,Ebola
472,2,7,61 days after
472,2,7,between 2 to 21 days
472,2,8,virus
473,1,1,malaria
473,1,4,antimalarial medicines
473,1,4,the tablets
473,2,1,malaria
473,2,4,antimalarial medication
473,2,8,mosquitoes 
473,3,1,malaria
473,3,4,antimalarial tablets
473,3,7,days and weeks after
473,3,7,last 12 months
474,1,1,typhus
474,1,7,1 to 2 weeks
474,1,8,unsanitary conditions 
474,2,1,typhus
474,2,7,each year
474,2,7,annually
474,3,1,typhus
474,3,2,fever
474,3,2,Severe headaches
474,3,4,antibiotics
474,3,4,narcotic pain reliever
474,3,4,antibiotic therapy
475,1,1,Cholera
475,1,2,diarrhea
475,1,4,rehydration treatment
475,1,7,18 hours to several days
475,2,1,Cholera
475,2,4,vaccine
475,2,5,proper sanitation methods and common precautions
475,2,7,a maximum of up to six months
475,3,1,Cholera
475,3,2,watery diarrhea
475,3,5,proper sanitation measures
475,3,8,flagella propellers
475,3,8,cholera bacteria
476,1,1,Ebola
476,1,7,last year
476,1,7,1976
476,2,1,Ebola
476,2,6,2014
476,2,7,last century
476,2,8,virus
476,3,1,Ebola
476,3,2,hair loss
476,3,2,"fatigue,headaches"
476,3,2,eye and liver inflammation
476,3,2,"sensory changes,weakness"
476,3,7,monthslong
476,3,7,few days or a couple of weeks
337,1,1,Ebola
337,1,2,"blood clotting,hemorrhaging,release proteins that dampen down the immune system response"
337,1,8,Ebola virus
338,1,2,"small blood clots,blood thickens and the blood flow slows down "
339,1,1,Ebola
339,1,2,infects the body’s dendritic cells
339,1,7,first
339,1,8,interferon
339,2,1,"Ebola,AIDS"
339,2,2,killing off the body’s T-lymphocyte cells
339,2,8,AIDS virus
340,1,1,Ebola
340,1,2,"necrosis,liver bulges up and turns yellow,kidneys becomes jammed with blood clots and dead cells,blood becomes toxic with urine,spleen turns into a single huge,hard blood clot the size of a baseball,The intestines may fill up completely with blood,the testicles bloat up and turns black-and-blue,the semen goes hot with Ebola,and the nipples may bleed,the labia turn blue,livid,and protrusive,and there may be massive vaginal bleeding,red eyes and a bloody nose"
340,2,1,Ebola
340,2,2,"blood clots,decreased blood flow,red spots on the skin"
340,2,8,Ebola virus
340,3,2,virus attacks the connective tissue and reproduces at an extremely fast rate in the collagen
341,1,1,"malaria,falciparum malaria"
341,1,2,"fever and chills,obstruct capillaries and postcapillary venules,leading to local hypoxia and the release of toxic cellular products,of the microcirculation in the brain cerebral malaria"
341,1,8,Cytokines
342,1,2,impeding the flow of blood to critical organs
342,1,8,malarial parasite
342,2,8,infected mosquito’s bite
343,1,1,Falciparum malaria
343,1,2,"blood cells to become very ""sticky."",fever,red blood cells are destroyed,spleen becomes enlarged,may be brain damage,leading to coma and convulsions,kidneys and liver may fail"
343,1,7,hours of the first symptoms
344,1,1,Malaria
344,1,8,"Malaria parasites,mosquito bites"
344,2,1,malaria
344,2,2,clogging blood vessels and rupturing blood cells
344,2,8,"female mosquito,malaria parasite"
344,3,1,malaria
344,3,4,"chloroquine Aralen,quinine and tetracycline,clindamycin,mefloquin Lariam,sulfadoxone/pyrimethamine Fansidar"
344,3,6,"three days,seven days"
344,3,7,"for three days,for seven days"
345,1,1,"endemic typhus,epidemic typhus"
345,1,2,multisystem vasculitis
345,1,8,"infected louse faeces,chiggers,Orientia tsutsugamushi "
346,1,1,typhus
346,1,2,"severe headache,nonproductive cough,nausea,muscle aches,chest pain,sudden onset of chills,extreme fatigue,delirium and stupor,rash may appear on the trunk"
346,1,6,4 to 7 days
346,1,7,around 4 to 7 days
346,1,8,flea bite
346,2,1,scrub typhus
346,2,2,"black,crusted bite,tender lymph nodes,eye pain and redness,short-term rash"
346,3,1,Typhus
346,3,2,"Rash,Lymph nodes may be enlarged,signs of delirium or stupor,constipation,pneumonia,enlargement of the liver or spleen,kidney damage,slowed heartbeat"
347,1,1,"typhoid,enteric fever"
347,1,2,"sustained and systemic fever,severe headache,nausea,loss of appetite,constipation or diarrhea,enlargement of the spleen,possible development of meningitis,general malaise"
347,1,8,= S. typhi 
347,2,1,Typhoid Fever
347,2,8,S. typhi 
347,3,8,S. typhi 
348,1,2,secretion of fluid and electrolytes into the lumen of the small intestine
348,1,8,"V cholerae O139,serogroups,enterotoxin"
348,2,8,"V cholerae O1,V cholerae O139"
348,3,2,"Fluid loss,severe diarrhea,loss of bicarbonate"
349,1,1,Cholera infantum
349,1,2,"erythematous inflammation,catarrh,excoriations,ulceration"
349,1,7,during their second summer
349,2,2,cerebral symptoms
349,2,7,"later stage,first"
349,3,1,cholera infantum
349,3,2,"cerebral symptoms,dilated pupils,hot head,cold extremities,drowsiness"
349,3,4,single dose of Belladonna
349,4,1,cholera infantum
349,4,2,"precursory diarrhœa,sleepiness"
350,1,2,"fever,diarrhea,dark or bloody feces,vomiting blood,red eyes due to distention and hemorrhage of sclerotic arterioles,petechia,maculopapular rash,purpura,gastrointestinal bleeding from the mouth and rectum,Internal and external hemorrhage from orifices,such as the nose and mouth,bleeding in the brain can lead to severe depression,seizures and delirium"
350,1,7,initial
350,2,1,Ebola
350,2,2,"NO depresses the mitochondrial membrane potential,causing apoptosis in nearby natural killer cells"
350,2,7,early
350,2,8,infected macrophages release increased amounts of nitric oxide
351,1,1,"Ebola,Diarrhea Pharyngitis"
351,1,2,"inflammation of the throat,Conjunctivitis,abdominal pains,vomiting"
351,1,7,development stage;
351,1,8,Ebola virus
351,2,1,maculopapular rash
351,2,2,severe damage to the skin
351,3,2,"hemorrhaging,blood clotting"
351,4,2,connective tissues that are rapidly multiplying in collagen
351,5,1,Ebola
351,5,2,"renal failure,loss of blood"
351,5,8,Ebola virus
739,1,1,cholera
739,1,2,"watery diarrhea,vomiting,and leg cramps ,rapid loss of body fluids leads to dehydration and shock"
739,1,8," Vibrio cholerae,cholera bacterium ,contaminated by feces (poop) from a person infected with cholera"
740,1,1,Ebola
740,1,8,Ebola virus
740,2,1,cholera
740,2,2," watery diarrhea,vomiting,and leg cramps. In these people,rapid loss of body fluids leads to dehydration and shock"
740,2,8,"cholera bacterium ,feces of an infected person ,inadequate treatment of sewage and drinking water"
740,3,1,cholera
740,3,2," diarrhea ,vomiting ,watery diarrhea,and leg cramps"
740,3,5,prepackaged mixture of sugar and salts to be mixed with water
740,3,8,Vibrio cholerae
741,1,1,Ebola
741,1,5," avoid nonessential travel ,avoiding contact with the blood and body fluids of people who are sick with Ebola"
742,1,1,Ebola
742,1,5," avoid nonessential travel ,avoiding contact with the blood and body fluids of people who are sick with Ebola"
743,1,1,Ebola
743,1,5," avoid nonessential travel ,avoiding contact with the blood and body fluids of people who are sick with Ebola"
743,2,1,Ebola
743,2,5," infection prevention and control; diagnosing,isolating,and treating patients; contact tracing; and safe and dignified burials."
744,1,1,Ebola
744,1,5,avoiding contact with the blood and body fluids of people who are sick
744,2,1,Ebola
744,2,2," severe headache,fatigue (feeling very tired),muscle pain,vomiting,diarrhea,stomach pain,or unexplained bleeding or bruising"
744,2,5,avoiding contact with the blood and body fluids of people who are sick
744,2,8," Zaire,Sudan,Bundibugyo,or Tai Forest virus ,direct contact of blood or body fluids (such as urine,saliva,sweat,feces,vomit,breast milk,and semen) of a person who is sick with Ebola"
744,3,1,Ebola
744,3,5,avoiding contact with the blood and body fluids of people who are sick
744,3,8," Zaire,Sudan,Bundibugyo,or Tai Forest virus ,direct contact of blood or body fluids (such as urine,saliva,sweat,feces,vomit,breast milk,and semen) of a person who is sick with Ebola,Handle blood or body fluids of a sick Ebola patient ,Touch a person who is sick with Ebola ,Touch the body of someone who died from Ebola ,Care for or live with a person who is sick with Ebola"
745,1,1,Ebola
745,1,8," caring for an ill person,preparing the body of an Ebola patient for burial,and sharing a bed with an ill person. Other risky activities include attending the funeral of an Ebola patient,touching their bodily fluids,or handling or eating meat from a sick or dead animal"
745,2,1,Ebola
745,2,8,Ebola virus
745,3,1,Ebola
745,3,5," quarantine people ,stay at home,limit movements,and monitor their health for 21 days"
745,3,8,direct contact with contaminated body fluids from a sick person
745,4,1," Ebola  ,malaria ,dengue fever ,typhoid fever"
745,4,5,monitor  health for 21 days
745,4,8," have sexual or other contact with the bodily fluids of a sick person ,Touch any dead bodies or attend a funeral"
746,1,1," Ebola ,malaria ,malaria ,yellow fever"
746,1,2," fever ,fever and/or severe headache,weakness,muscle pain,vomiting,diarrhea,abdominal pain,or unexplained hemorrhage"
746,2,1,Ebola
746,2,5," develop national preparedness capacities,including the duty to report internationally significant events,conduct surveillance and contact tracing,as well as exercise public health powers,while balancing human rights and international trade"
747,1,1,malaria
747,1,2," fever,malaise,myalgia,arthralgia,headache"
748,1,1,malaria
748,1,2,illness
748,1,8,Plasmodium falciparum
748,2,1," Typhus ,rickettsial disease"
748,2,2," headaches,chills,prostration,high fever,coughing and severe muscular pain"
748,3,1,Typhus
748,3,2," headaches,chills,prostration,high fever,coughing ,severe muscular pain ,macular eruption"
748,3,8,"poor hygienic conditions ,clothing"
749,1,1,Typhus
749,1,8,bacteria
750,1,1,Scrub typhus
750,1,2,"fever,chills,headache,and generalized swelling of lymph nodes"
750,1,8,"mites ,rodents"
751,1,1,Ebola
751,1,8,Ebola virus
751,2,1,Epidemic typhus
751,2,2,"high fever,intractable headache,and rash ,Prostration ,vascular collapse"
751,2,8,body louse
751,3,1," rickettsiae ,typhus"
751,3,2,"bad cold ,chills,headache,and muscle pains,as well as a body rash"
751,3,8,"ticks,mites,fleas,or lice"
751,4,1,"mite-borne typhus ,tick typus"
751,4,5," Prompt removal of attached ticks ,use of repellents ,Laundering of louse-infested clothing"
752,1,1,Hepatitis B
752,1,2,"yellowing of the skin and eyes (jaundice),dark urine,extreme fatigue,nausea,vomiting and abdominal pain ,acute illness"
752,2,1,Hepatitis B
752,2,8," sexual transmission ,use of contaminated needles"
753,1,1,Hepatitis B
753,1,2,"fatigue,loss of appetite,joint pain,abdominal pain,nausea,vomiting,fever,and dark urine"
754,1,1,Hepatitis B
754,1,8," hepatitis B virus ,transmitted through blood,unprotected sex,shared or re-used needles,and from an infected mother to her newborn baby during delivery"
755,1,1,Hepatitis B
755,1,8,unprotected sex
756,1,1,"Hepatitis B ,liver disease ,liver cancer"
756,1,2," fever,tiredness,loss of appetite,nausea,vomiting,stomach pain,dark urine,joint pain,and yellowing of the skin and eyes (jaundice)"
756,1,8,"blood,blood products,and other body fluids (such as semen). Travelers can become infected through unprotected sex with an infected person,injection drug use,and transfusions with unscreened blood"
756,2,1,Hepatitis B
756,2,8,"direct contact with blood or other body fluids ,unprotected sex,sharing needles,tattooing and acupuncture"
756,3,1,Ebola
756,3,2,"flu-like,bleeding"
756,3,8,Ebola virus
756,4,1,"Ebola,hemorrhagic fever syndrome."
756,4,8,"Ebola virus,zoonotic filovirus"
756,5,1,"rickettsiae  ,typhus ,Epidemic typhus"
756,5,2,"fever,chills,headache,and muscle pains,body rash ,low prostration"
756,5,8,"ticks,mites,fleas,or lice"
756,6,1,"rickettsiae  ,typhus ,Tick typhus"
756,6,2,"fever,chills,headache,and muscle pains,body rash ,low prostration"
756,6,5," check your skin carefully for ticks after walking in a danger area such as a tropical forest ,insect repellent ,impregnated with benzyl benzoate and dibutylphthalate"
756,6,8,"ticks,mites,fleas,or lice ,cattle or wild-animal ticks"
756,7,1,"rickettsiae  ,typhus ,Scrub typhus"
756,7,2,"fever,chills,headache,and muscle pains,body rash ,low prostration ,High fever to 104 ?F ,cough is present during the first week of fever and pneumonia may develop"
756,7,8,"ticks,mites,fleas,or lice"
757,1,1,Scrub typhus
757,1,2,fever
757,1,8,mites
757,2,1,"Orientia tsutsugamushi ,Epidemic typhus"
757,2,2,fever
757,2,8,"ovaries of trombiculid mites ,R. prowazekii"
758,1,1,"typhus ,epidemic typhus"
758,1,2,fever
758,1,4,"Chloramphenicol,doxycycline ,tetracycline"
758,1,5," Prompt removal of attached ticks ,use of repellents ,Laundering of louse-infested clothing"
758,2,1,"typhus ,epidemic typhus"
758,2,2," rash  ,bleeding into the skin (petechiae)"
758,2,8,"rickettsial infection ,lice and fleas"
759,1,1,cholera
759,1,8,Vibrio cholerae . crowded housing conditions exist and water and sanitation facilities are suboptimal
759,2,1,cholera
759,2,4,oral rehydration salts
759,2,5,providing clean drinking water
759,2,8,lack of clean water and sanitation i
759,3,1,"cholera ,diarrheal illnesses ,typhoid and dysentery"
759,3,4,oral rehydration salts
759,3,5,"clean drinking water ,sanitation  ,clean hands prior to mealtime ,uncontaminated food supply"
759,3,8,lack of clean water and sanitation
759,4,1,Ebola
760,1,1,cholera
760,1,2,violent diarrhoea
760,1,8," bacterium,Vibrio cholerae ,Densely populated,poor areas with little sanitation and unsatisfactory food hygiene"
760,2,1,cholera
760,2,2,acute diarrhoeal
760,2,8," bacterium,Vibrio cholerae"
761,1,1,cholera
761,1,5,"providing clean water and proper sanitation ,Health education and good food hygiene"
762,1,1,cholera
762,1,2," watery diarrhea ,vomiting"
762,1,4,"oral rehydration therapy ,intravenous fluids ,Antibacterial drugs"
762,1,8," Vibrio cholerae ,drinking water or eating food that has been contaminated by the feces (waste product) of an infected person,including one with no apparent symptoms."
763,1,1,cholera
763,1,5,improved water and sanitation systems
764,1,1,Cholera
764,1,2," diarrhea ,Vomiting"
764,1,4,"oral fluid ,intravenous fluid"
764,1,8,consume food or water that has been contaminated by the feces of an infected person
765,1,1,Ebola
765,1,2," fever,weakness,muscle pain,headache ,sore throat ,omiting,diarrhoea,rash ,abdominal pain ,bleeding"
765,1,5," Avoid sick people,their bodily fluids and any facilities that are treating suspected Ebola cases. Do not have contact with or eat bats,gorillas,monkeys and other non-human primates. Avoid communal handwashing during funerals or other public gatherings."
765,2,1,Malaria
765,2,2,"head ache ,body ache"
765,2,4,"Atovaquone ,proguanil ,Doxycycline,Mefloquine"
765,2,5," Prevent mosquito bites ,Chemoprophylaxis"
765,2,8,mosquitoes
766,1,1,Malaria
766,1,2,"head ache ,body ache"
766,1,4,"Atovaquone ,proguanil ,Doxycycline,Mefloquine"
766,1,5," Prevent mosquito bites ,Chemoprophylaxis"
766,1,8,mosquitoes
